timestamp,transaction_id,fraud_probability,original_decision,final_decision,decision,override_reason,top_contributing_feature,record_hash
2026-09-04T09:30:17.451357+00:00,TXN_1083,0.0556,CLEAR,CLEAR,CLEAR,none,customer_tenure_days,dd4144cfbb2b1b340e16fcc7a81c1d88c9ae317ef4b832380cdf1f0e83c361d2
2026-09-04T09:30:17.466556+00:00,TXN_1084,0.3155,CLEAR,CLEAR,CLEAR,none,location_mismatch,7e185bb1808e727e501c58d76aa6f7ff0db7c6aa075c8f70d86a26a9672850e9
2026-09-04T09:30:17.477551+00:00,TXN_1085,0.0792,CLEAR,CLEAR,CLEAR,none,hour_of_day,84cfc19d28052e4e9c91b31dacc52b6dfa92ee00afc6b887cd936fbd7bc4e671
2026-09-04T09:30:17.487552+00:00,TXN_1086,0.9134,HOLD,HOLD,HOLD,none,merchant_avg_amount,cc4534b726af2498f7f4e067e7696ad4276c0e69e5980ea846e6086397135d16
2026-09-04T09:30:17.501434+00:00,TXN_1087,0.9306,HOLD,HOLD,HOLD,none,amount_deviation_ratio,9096e1ed348fc9ad65fd91c84bf035495a57d93b3d729c3fcbe13408fa50caaf
2026-09-04T09:30:17.516707+00:00,TXN_1088,0.3037,CLEAR,CLEAR,CLEAR,none,amount,29e0c50601c533dbe8ad3ffbaaa3f1182d82c0fd0eb1845bc89af95c1c58a4d3
2026-09-04T09:30:17.532884+00:00,TXN_1089,0.1637,CLEAR,CLEAR,CLEAR,none,velocity_last_hour,6c1a9ea5e678e8feb0c52b9cf97a569092ad6d12cda011f071a3e9fdb4fdd3ce
2026-09-04T09:30:17.548347+00:00,TXN_1090,0.5287,ESCALATE,ESCALATE,ESCALATE,none,amount_deviation_ratio,646d1de9e3fee1265744952ed3cba48f69f050d68447ef6a47b3b0673091b6c6
2026-09-04T09:30:17.565336+00:00,TXN_1091,0.431,ESCALATE,ESCALATE,ESCALATE,none,location_mismatch,7036128888d11dde8a98dca0a8ccdeedba51ee3325a8472af89adc739155b400
2026-09-04T09:30:17.581420+00:00,TXN_1092,0.0728,CLEAR,CLEAR,CLEAR,none,location_mismatch,181670dd2cdb1ab54e0bb9dd3a573bf6acb17e20af7e735f8b82b731ba6caf1c
2026-09-04T09:30:17.597863+00:00,TXN_1093,0.6098,ESCALATE,ESCALATE,ESCALATE,none,amount_deviation_ratio,9e363671ac742286c4be389902a18e01d55af63d33261dfa3ef269506d53c614
2026-09-04T09:30:17.614785+00:00,TXN_1094,0.1439,CLEAR,CLEAR,CLEAR,none,is_night,9c0a183d2e8e675772765db8dfb2c4d0fa7531d1d3cb8e4a9702004be1b12fd3
2026-09-04T09:30:17.631327+00:00,TXN_1095,0.8396,HOLD,HOLD,HOLD,none,amount,3231d4fa455b56f076dfc99deeec6936ad07e5e47069de4f69ae502eb976718e
2026-09-04T09:30:17.648646+00:00,TXN_1096,0.0811,CLEAR,CLEAR,CLEAR,none,location_mismatch,826900f4dae3a6374c337b2e5faa7c92a6f6c53457d2437bf2b8a062e4a680cb
2026-09-04T09:30:17.664334+00:00,TXN_1097,0.9568,HOLD,HOLD,HOLD,none,amount_deviation_ratio,e0623650e264dee66080cdeae2f9ebe2e3e3fb7565e4fc65d375ea682c61df09
2026-09-04T09:30:17.677546+00:00,TXN_1098,0.3295,CLEAR,CLEAR,CLEAR,none,amount_deviation_ratio,519d38f655534897bc3b5480bafddc91b13eb09a0ce1dfe42e6a6c88b2d15571
2026-09-04T09:30:17.687883+00:00,TXN_1099,0.1653,CLEAR,CLEAR,CLEAR,none,customer_tenure_days,1441317a1738f74185d6f56317910763fe9f5dc336c62af405270a0a3493261d
2026-09-04T09:30:17.702097+00:00,TXN_1100,0.1259,CLEAR,CLEAR,CLEAR,none,merchant_avg_amount,08bfe2660dd47b77eb437ddc8fd239cf6e0b15747cfc851f676a9558a14febbc
2026-09-04T09:30:17.715651+00:00,TXN_1101,0.2499,CLEAR,CLEAR,CLEAR,none,hour_of_day,812d2e46141e70725e6976e53874537d5315ac312661e9b860c6545f75a94eea
2026-09-04T09:30:17.728232+00:00,TXN_1102,0.1609,CLEAR,CLEAR,CLEAR,none,location_mismatch,9b59cfbc63d5e49fc69dc875786e029d022bc50f267e1c2a0ee9ac03859468c2
2026-09-04T09:30:17.737326+00:00,TXN_1103,0.8742,HOLD,HOLD,HOLD,none,amount_deviation_ratio,80488802d77d11df35b951b81b3c5c0675e24da8983f4717c54959c3f9aa2a8f
2026-09-04T09:30:17.749828+00:00,TXN_1104,0.1274,CLEAR,CLEAR,CLEAR,none,amount,63d84a5c32e45b43e99db4039a92337bc61d4e0fbdbc164f307dc77d632b8b7a
2026-09-04T09:30:17.765229+00:00,TXN_1105,0.9206,HOLD,HOLD,HOLD,none,amount_deviation_ratio,80a7ca2da7173f0e296b8fa1f2d2699e85bc01e51ea716cf704fdaf7edfafdb6
2026-09-04T09:30:17.781804+00:00,TXN_1106,0.654,ESCALATE,ESCALATE,ESCALATE,none,is_night,00379f8bd3f285a69d350c99de464518cc3a9bd894aacf9c3ab756e30be685be
2026-09-04T09:30:17.794985+00:00,TXN_1107,0.9842,HOLD,HOLD,HOLD,none,amount_deviation_ratio,3806995baf80d54bf46dca93e644b42b9a0afbc34c31e566c17974d93963c918
2026-09-04T09:30:17.804283+00:00,TXN_1108,0.1613,CLEAR,CLEAR,CLEAR,none,customer_tenure_days,2ed86f6de0b608070dd733ed03093d4fee4da987c90dbf4430156c700234872f
2026-09-04T09:30:17.817547+00:00,TXN_1109,0.31,CLEAR,CLEAR,CLEAR,none,amount_deviation_ratio,90dc4134690c63a54c58f6a045d32a392be084d9a561c1cc056f94de3d0a751c
2026-09-04T09:30:17.829786+00:00,TXN_1110,0.4879,ESCALATE,ESCALATE,ESCALATE,none,merchant_avg_amount,c770e8f47aa8cff7558597126cba7a76e23dfde194e000bb7024fa46107c2990
2026-09-04T09:30:17.839191+00:00,TXN_1111,0.9244,HOLD,HOLD,HOLD,none,location_mismatch,4b144d0e17c7b33cc0f3603084497cc6d70592aa03b7fdcdc8a3a686df6d0215
2026-09-04T09:30:17.853187+00:00,TXN_1112,0.1575,CLEAR,CLEAR,CLEAR,none,velocity_last_hour,6e30326adffde92a8ddc50a34b79c2ab559c8f7bbef1242f93a612c7527fe55c
2026-09-04T09:30:17.868200+00:00,TXN_1113,0.2016,CLEAR,CLEAR,CLEAR,none,merchant_avg_amount,a3034f82f56ad0e96d6cd90b315e901083fa347243cde1a40400ac031505c162
2026-09-04T09:30:17.883840+00:00,TXN_1114,0.296,CLEAR,CLEAR,CLEAR,none,is_night,47dc09ee3f5032322585a48c16fb34010da1e33ac48b78aebbb190e89627951b
2026-09-04T09:30:17.898560+00:00,TXN_1115,0.3743,CLEAR,CLEAR,CLEAR,none,is_night,1ad02226d6caf09e97b50edf320bcd9c115ba3f6b5f9a05d7e26694feb527600
2026-09-04T09:30:17.912748+00:00,TXN_1116,0.7647,HOLD,HOLD,HOLD,none,amount_deviation_ratio,c3cb3e05adfa36f391180b13b019e20b31090ffb361e39d7c371411f520a0c48
2026-09-04T09:30:17.926535+00:00,TXN_1117,0.966,HOLD,HOLD,HOLD,none,amount_deviation_ratio,bd044b6ef2d0b0b4357d911c5e2855ef8de991d31a0c9790d43ca7d4e72603cc
2026-09-04T09:30:17.938364+00:00,TXN_1118,0.0791,CLEAR,CLEAR,CLEAR,none,location_mismatch,7210a359a211a7a7cbe88257f06d2e060f3e256875a559f227ada17ebd02cb90
2026-09-04T09:30:17.955373+00:00,TXN_1119,0.1665,CLEAR,CLEAR,CLEAR,none,location_mismatch,bd984c7705d233c49dc67276bbaaab509c8172aee7175377b0cb0d518eba122a
2026-09-04T09:30:17.969366+00:00,TXN_1120,0.0911,CLEAR,CLEAR,CLEAR,none,merchant_avg_amount,2df9351b0b5c47da82a0a75cdcd2d898edda60ba13f099df57efd1e43d7829d8
2026-09-04T09:30:17.981613+00:00,TXN_1121,0.8323,HOLD,HOLD,HOLD,none,merchant_avg_amount,233214dfa48a1d3a43f99b27bbfda12d1a79d8a3cb9635947c76d4ebc411b2b6
2026-09-04T09:30:17.994218+00:00,TXN_1122,0.418,ESCALATE,ESCALATE,ESCALATE,none,amount_deviation_ratio,fe958fbc8dfc1e80796e04b46f697b8e185c7d3d754ed619664e48938ae9d0ff
2026-09-04T09:30:18.004540+00:00,TXN_1123,0.1618,CLEAR,CLEAR,CLEAR,none,hour_of_day,007fe44fef74d216458dc5d6440658c07079cf2f3f017077073dea5f87c5fcc2
2026-09-04T09:30:18.020444+00:00,TXN_1124,0.1984,CLEAR,CLEAR,CLEAR,none,location_mismatch,3d51bb37453db1ac1aa880c7f46fc551af7592d85720619c1b502467fd785638
2026-09-04T09:30:18.036239+00:00,TXN_1125,0.0637,CLEAR,CLEAR,CLEAR,none,location_mismatch,d415007bf4a4f2da0f38ce7c493d321a49bee075f4d89af09c96dae1866dc0eb
2026-09-04T09:30:18.051173+00:00,TXN_1126,0.134,CLEAR,CLEAR,CLEAR,none,merchant_avg_amount,4f29bfbfaa10c9bb0b61f24727b1dddb800477db0ea3026aae445dc4ba181736
2026-09-04T09:30:18.064380+00:00,TXN_1127,0.0802,CLEAR,CLEAR,CLEAR,none,merchant_avg_amount,c9fe5bb378031e32daaa93a496215a172ac9c7c77f7d705316de50ca385d4878
2026-09-04T09:30:18.083289+00:00,TXN_1128,0.2552,CLEAR,CLEAR,CLEAR,none,location_mismatch,e5722ab7356b9b316609e6cfe6797fc0482dc2bd9fbdc8dddbd8baf802797fca
2026-09-04T09:30:18.099953+00:00,TXN_1129,0.0898,CLEAR,CLEAR,CLEAR,none,location_mismatch,80a41fcf7295a186309006393eb79eea5dd5d071b5ba240444f64cfceb190a87
2026-09-04T09:30:18.117499+00:00,TXN_1130,0.1371,CLEAR,CLEAR,CLEAR,none,hour_of_day,b586d75babab10ff45e2400d65ad032b7ad9ddadb5a8520640cd71a030939033
2026-09-04T09:30:18.133172+00:00,TXN_1131,0.0734,CLEAR,CLEAR,CLEAR,none,customer_tenure_days,2a2412ec531c8653531dcb8cd54903218a8142097cce784d33429669420c2e8b
2026-09-04T09:30:18.147288+00:00,TXN_1132,0.9684,HOLD,HOLD,HOLD,none,amount_deviation_ratio,11e355f5713870be9be8eb1537f50f36304012969a09d22f9addc07e14e27558
2026-09-04T09:30:18.159769+00:00,TXN_1133,0.2766,CLEAR,CLEAR,CLEAR,none,customer_tenure_days,81160edf361402b9f3be58f02f5368256fa664b36e30567ffc2740b816d70cda
2026-09-04T09:30:18.170559+00:00,TXN_1134,0.0869,CLEAR,CLEAR,CLEAR,none,merchant_avg_amount,ca33f5dbe6348258355546292adbba849b4faa28c394e386fe08adb49c3496ac
